Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/src/evaluate-by-operator/evaluate-by-operator.js operator 33 9 28049
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 752 14 36188 =======> 0.604519426823
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 761 18 36204 =======> 0.640428245068
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 762 32 36206 =======> 0.003216745565
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 775 14 36236 =======> 0.074638299644
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 783 18 36258 =======> 0.199506059289
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 789 18 36272 =======> 0.199505522847
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 795 13 36286 =======> 0.102835714817
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 802 17 36306 =======> 0.199505180120
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 808 14 36320 =======> 0.887318909168
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 817 17 36337 =======> 0.377447187901
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 825 13 36351 =======> 0.051721185446
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 834 13 36377 =======> 0.011679637246
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 844 13 36409 =======> 0.012721617706
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 853 14 36436 =======> 0.051721103489
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 862 20 36462 =======> 0.163499861956
Total edge above 0.9 ===>  1


Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js setVariable 362 4 35363
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/src/parser.js nan 13 13 29626 =======> 0.147505581379
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/src/parser.js nan 20 18 29634 =======> 0.000103105653
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/src/parser.js nan 21 20 29639 =======> 0.000000070737
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/src/parser.js nan 23 20 29644 =======> 0.000004932386
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/src/parser.js nan 24 17 29650 =======> 0.000009085360
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/src/parser.js nan 25 18 29655 =======> 0.000000313740
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/src/parser.js nan 42 7 29672 =======> 0.996809065342
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/src/parser.js nan 80 13 29695 =======> 0.998769700527
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/src/parser.js nan 92 13 29699 =======> 0.734185695648
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/src/parser.js nan 103 15 29702 =======> 0.983584523201
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/src/parser.js nan 106 36 29707 =======> 0.000000001248
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/src/parser.js nan 126 13 29718 =======> 0.230765596032
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/src/parser.js nan 138 13 29723 =======> 0.495442301035
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/src/parser.js nan 150 15 29726 =======> 0.985446572304
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/src/parser.js nan 158 44 29735 =======> 0.000000003024
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/src/parser.js nan 174 16 29743 =======> 0.998495817184
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/src/parser.js nan 180 53 29756 =======> 0.001429288066
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/src/parser.js nan 195 17 29760 =======> 0.957237899303
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/src/parser.js nan 225 52 29789 =======> 0.001149673364
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/src/parser.js nan 239 13 29794 =======> 0.998852491379
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 3 42 34567 =======> 0.000692882342
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 6 13 34572 =======> 0.003142056288
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 9 12 34576 =======> 0.003281884594
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 13 15 34579 =======> 0.074638612568
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 21 16 34607 =======> 0.022583095357
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 28 17 34625 =======> 0.022583063692
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 35 18 34643 =======> 0.351053714752
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 36 32 34646 =======> 0.002668300411
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 47 19 34666 =======> 0.351044118404
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 48 32 34668 =======> 0.002618843922
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 61 17 34683 =======> 0.192725807428
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 71 16 34713 =======> 0.031965818256
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 77 18 34727 =======> 0.269364833832
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 86 25 34753 =======> 0.416856467724
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 93 18 34771 =======> 0.097532629967
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 100 19 34789 =======> 0.109225414693
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 107 22 34807 =======> 0.416857153177
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 114 18 34825 =======> 0.199505716562
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 120 21 34839 =======> 0.416856855154
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 127 15 34857 =======> 0.489258795977
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 128 32 34859 =======> 0.003230805509
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 140 16 34891 =======> 0.540051519871
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 141 32 34893 =======> 0.002681684447
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 151 19 34909 =======> 0.241087421775
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 159 21 34931 =======> 0.416856944561
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 166 15 34949 =======> 0.377450466156
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 174 14 34964 =======> 0.237853884697
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 180 15 34978 =======> 0.237853556871
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 186 19 34992 =======> 0.237853616476
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 192 16 35006 =======> 0.701917707920
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 194 32 35010 =======> 0.002700196346
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 204 17 35025 =======> 0.701917707920
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 206 32 35029 =======> 0.002700170735
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 216 16 35044 =======> 0.667560875416
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 223 20 35056 =======> 0.237853616476
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 229 21 35070 =======> 0.758860349655
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 236 21 35080 =======> 0.146074533463
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 243 14 35090 =======> 0.531527042389
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 249 18 35098 =======> 0.074638731778
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 257 14 35120 =======> 0.163499847054
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 266 16 35146 =======> 0.241088122129
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 274 13 35168 =======> 0.241088420153
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 282 15 35190 =======> 0.241089031100
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 290 15 35212 =======> 0.202821031213
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 296 18 35227 =======> 0.031965672970
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 302 17 35241 =======> 0.146074712276
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 309 18 35251 =======> 0.778647959232
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 316 14 35262 =======> 0.056127872318
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 321 18 35272 =======> 0.269363701344
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 330 17 35298 =======> 0.241088032722
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 338 16 35320 =======> 0.056127849966
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 343 24 35330 =======> 0.056127928197
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 348 14 35340 =======> 0.056127749383
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 353 16 35350 =======> 0.086748309433
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 359 15 35358 =======> 0.918538808823
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 378 16 35390 =======> 0.086748369038
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 384 20 35398 =======> 0.269365251064
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 393 18 35424 =======> 0.146074831486
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 400 13 35434 =======> 0.364618390799
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 408 14 35449 =======> 0.809959828854
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 416 15 35463 =======> 0.819089293480
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 424 15 35478 =======> 0.819089591503
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 432 20 35493 =======> 0.163500040770
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 441 19 35519 =======> 0.241088122129
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 449 12 35541 =======> 0.463268578053
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/formula-parser/test/integration/parsing/formula/statistical.js nan 454 13 35551 =======> 0.463266730309
